feature_name,feature_family,subfamily,feature_type,granularity,source_input,transformation,interpretation,generality_scope,proposed_model_role,current_qa_status,approved_for_model_v1,model_entry_blocker,leakage_status,version
h5_count,Core-General,heading_structure,numeric,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM.,Count of h5 observed in the relevant extracted page representation. Model interpretation: candidate_after_eda,cross-topic,Core-General candidate; requires QA and human approval,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
h6_count,Core-General,heading_structure,numeric,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM.,Count of h6 observed in the relevant extracted page representation. Model interpretation: candidate_after_eda,cross-topic,Core-General candidate; requires QA and human approval,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
has_heading_hierarchy,Core-General,heading_structure,binary,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM or availability.,Binary indicator that the extracted page has heading hierarchy. Model interpretation: candidate_or_availability_control,cross-topic,Core-General candidate; requires QA and human approval,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
has_headings,Core-General,heading_structure,binary,source_appearance,Input C: scraper/page evidence (actual_dataset_schema),See the producing module; no standalone rule is documented yet.,Binary indicator that the extracted page has headings. Model interpretation: Binary indicator that the extracted page has headings.,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,active_pipeline_field,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
heading_count,Core-General,heading_structure,count_or_prespecified_bins,not_table_related,Input C: scraper/page evidence (heading nodes),count_or_prespecified_bins,Count of preserved content headings. Model interpretation: Use for shape checks,general,Core-General candidate; requires QA and human approval,not_started,False,not yet reviewed for Core-General model v1,safe_pre_outcome,core_general_table_registry_schema_v2
heading_count_group,Core-General,heading_structure,categorical,source_appearance,Input C: scraper/page evidence (current_lpm),categorical,"0-1, 2-6, 7-12, 13+ headings Model interpretation: Each coefficient is a percentage-point difference from the selected reference group",cross-topic,Core-General candidate; requires QA and human approval,modeled_current_lpm,False,redesigned model-entry QA and human approval required,legacy_risk_low_or_controlled,current_lpm_legacy
heading_density_per_1000_words,Core-General,heading_structure,continuous,source_appearance,Input C: scraper/page evidence (current_lpm),continuous,"Headings relative to page length Model interpretation: Association for one additional heading per 1,000 words",cross-topic,Core-General candidate; requires QA and human approval,modeled_current_lpm,False,redesigned model-entry QA and human approval required,legacy_risk_low_or_controlled,current_lpm_legacy
heading_depth,Core-General,heading_structure,count_or_bins,not_table_related,Input C: scraper/page evidence (H1-H6 nodes),count_or_bins,Maximum verified H1-H6 depth used in content.,general,Core-General candidate; requires QA and human approval,not_started,False,not yet reviewed for Core-General model v1,safe_pre_outcome,core_general_table_registry_schema_v2
heading_hierarchy_consistency,Core-General,heading_structure,bounded_score,not_table_related,Input C: scraper/page evidence (ordered H1-H6 nodes),bounded_score,Degree to which content headings follow a coherent hierarchy.,general,Core-General diagnostic/candidate; requires QA and human approval,not_started,False,not yet reviewed for Core-General model v1,safe_pre_outcome,core_general_table_registry_schema_v2
heading_level_skip_count,Core-General,heading_structure,numeric,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM.,Adjacent heading transitions that skip one or more levels. Model interpretation: candidate_after_eda,cross-topic,Core-General candidate; requires QA and human approval,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
heading_max_depth,Core-General,heading_structure,numeric,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM.,Maximum observed nesting or hierarchy depth for heading. Model interpretation: candidate_after_eda,cross-topic,Core-General candidate; requires QA and human approval,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
heading_text_chars,Core-General,heading_structure,numeric,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM.,Pipeline field representing heading text chars. See source-layer and caveat columns before model use. Model interpretation: candidate_after_eda,cross-topic,Core-General candidate; requires QA and human approval,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
question_heading_count,Core-General,heading_structure,count_or_binary,not_table_related,Input C: scraper/page evidence (heading text),count_or_binary,Content headings phrased as visible questions. Model interpretation: screening_or_diagnostic | binary plus count group,general,Core-General candidate; requires QA and human approval,not_started,False,not yet reviewed for Core-General model v1,safe_pre_outcome,core_general_table_registry_schema_v2
segmentation_confidence,Core-General,language_quality,categorical,not_table_related,Input C: scraper/page evidence (language and segmentation diagnostics),categorical,Confidence or quality class for segmentation.,general,Core-General diagnostic/candidate; requires QA and human approval,not_started,False,not yet reviewed for Core-General model v1,safe_diagnostic,core_general_table_registry_schema_v2
segmentation_method,Core-General,language_quality,categorical,not_table_related,Input C: scraper/page evidence (segmenter metadata),categorical,Sentence/token segmentation method used.,general,Core-General diagnostic/candidate; requires QA and human approval,not_started,False,not yet reviewed for Core-General model v1,safe_diagnostic,core_general_table_registry_schema_v2
external_link_domains,Core-General,link_structure,text_or_provenance,source_appearance | url,Input C: scraper/page evidence (document_structure),Extracted from HTML/DOM.,Semicolon-separated unique outbound root domains; diagnostic text field. Model interpretation: diagnostic_only,cross-topic,Core-General diagnostic/candidate; requires QA and human approval,extracted_document_feature_not_yet_modeled,False,redesigned model-entry QA and human approval required,safe_pre_outcome,master_inventory_2026_07_18
